image_id,image_path,readable,width,height,aspect_ratio,filesize_bytes,mode,mean_r,mean_g,mean_b,std_r,std_g,std_b,brightness,contrast,entropy,blur_proxy,mean_hue,mean_saturation,green_dominance,center_intensity,specular_highlight_ratio
230,data/raw/sustech_sysu/rawImages/230.jpg,True,2592,1728,1.5,290418,RGB,14.266145,57.376944,98.528455,20.024141,43.164028,64.498216,49.157432,36.206352,6.735072,37.81585,0.539167,0.775292,1.01737,88.880996,0.002991
231,data/raw/sustech_sysu/rawImages/231.jpg,True,2592,1728,1.5,302306,RGB,15.736027,73.626718,121.742015,23.797226,52.695573,77.460726,61.794291,43.634286,7.086628,41.746653,0.568572,0.838133,1.071105,89.190429,0.002818
232,data/raw/sustech_sysu/rawImages/232.jpg,True,2592,1728,1.5,266701,RGB,8.667456,41.472159,83.828297,18.935402,47.843663,69.40175,36.480041,37.726409,6.571428,29.467227,0.553485,0.835872,0.896737,37.052192,0.00188
233,data/raw/sustech_sysu/rawImages/233.jpg,True,2592,1728,1.5,225483,RGB,3.679761,27.555516,82.111276,13.278957,24.088235,53.946543,26.614519,22.194673,5.793592,21.337408,0.565497,0.858229,0.642387,38.111377,0.000985
234,data/raw/sustech_sysu/rawImages/234.jpg,True,2592,1728,1.5,300064,RGB,15.965766,50.97144,127.479531,24.686267,41.579832,76.03441,49.211204,36.927163,6.626765,36.553132,0.591379,0.83622,0.710674,59.587938,0.005929
235,data/raw/sustech_sysu/rawImages/235.jpg,True,2592,1728,1.5,397336,RGB,39.181524,92.351929,112.6027,38.267444,61.662112,68.372177,78.75572,51.368671,7.483189,60.63959,0.538224,0.74025,1.216884,101.376739,0.0009
236,data/raw/sustech_sysu/rawImages/236.jpg,True,2592,1728,1.5,304388,RGB,47.216354,80.431312,95.192657,56.607742,82.266239,90.469708,72.163809,73.173757,7.250357,31.413217,0.535312,0.563108,1.129582,120.95717,0.001784
237,data/raw/sustech_sysu/rawImages/237.jpg,True,2592,1728,1.5,315871,RGB,37.155304,105.662069,124.999638,37.096297,57.390812,73.400795,87.379808,48.463991,7.44041,49.753727,0.526349,0.764482,1.303224,83.744028,0.003731
238,data/raw/sustech_sysu/rawImages/238.jpg,True,2592,1728,1.5,337946,RGB,33.114423,81.801306,116.101066,29.516366,50.554641,70.712093,71.129113,43.911738,7.047097,45.593716,0.542287,0.690526,1.096418,114.816813,0.004001
239,data/raw/sustech_sysu/rawImages/239.jpg,True,2592,1728,1.5,336190,RGB,47.693642,113.90828,110.40188,32.791359,49.710443,70.595027,93.701694,40.808175,7.28131,52.945094,0.479834,0.671863,1.441006,102.731943,0.003215
240,data/raw/sustech_sysu/rawImages/240.jpg,True,2592,1728,1.5,303976,RGB,27.061516,117.372917,151.599243,35.175862,52.143493,69.513458,94.286053,45.019411,7.301488,50.014789,0.541516,0.847363,1.313919,106.386581,0.00386
241,data/raw/sustech_sysu/rawImages/241.jpg,True,2592,1728,1.5,338976,RGB,6.382429,57.900587,121.083742,11.428277,40.706623,66.75913,49.68899,32.156281,6.865031,49.091378,0.592131,0.941677,0.908486,66.196985,0.000533
242,data/raw/sustech_sysu/rawImages/242.jpg,True,2592,1728,1.5,364059,RGB,6.319557,48.162652,96.529235,13.611711,39.077114,60.757535,41.152358,30.849104,6.681111,85.461,0.586474,0.928728,0.936572,61.554166,0.000656
243,data/raw/sustech_sysu/rawImages/243.jpg,True,2592,1728,1.5,337094,RGB,21.346976,81.984242,124.859412,23.108561,37.569141,61.701326,68.726894,31.962201,6.757571,45.686269,0.555347,0.839268,1.121486,73.402442,0.00293
244,data/raw/sustech_sysu/rawImages/244.jpg,True,2592,1728,1.5,341675,RGB,28.874009,84.487409,125.937812,19.958964,37.539933,60.191313,72.566323,32.691949,6.761155,50.439895,0.551104,0.747947,1.091485,81.754654,0.002464
245,data/raw/sustech_sysu/rawImages/245.jpg,True,2592,1728,1.5,319797,RGB,16.199292,70.003517,109.961992,22.585512,40.678627,68.14426,58.454301,35.573856,6.757954,49.074709,0.550634,0.826461,1.109746,70.685758,0.004313
246,data/raw/sustech_sysu/rawImages/246.jpg,True,2592,1728,1.5,316487,RGB,21.878411,88.004148,129.458695,24.390229,49.218773,71.5028,72.952784,41.941843,7.124634,48.787352,0.549742,0.809499,1.163021,84.998176,0.00275
247,data/raw/sustech_sysu/rawImages/247.jpg,True,2592,1728,1.5,315403,RGB,16.729326,92.681146,143.741363,23.344399,50.19519,70.390568,75.794082,41.282933,7.172399,45.69325,0.558151,0.868307,1.155116,78.380282,0.003259
248,data/raw/sustech_sysu/rawImages/248.jpg,True,2592,1728,1.5,328958,RGB,27.347583,99.911593,143.044586,26.611251,51.976987,71.442632,83.134411,43.639247,7.21585,46.407124,0.558571,0.801765,1.172725,102.866421,0.003287
249,data/raw/sustech_sysu/rawImages/249.jpg,True,2592,1728,1.5,294464,RGB,19.917831,70.573638,99.681351,29.460446,68.101581,90.815618,58.73729,57.247052,6.861446,41.318463,0.548296,0.737347,1.180169,101.015266,0.000898
250,data/raw/sustech_sysu/rawImages/250.jpg,True,2592,1728,1.5,368442,RGB,52.497549,111.52481,149.550257,26.634867,46.316303,70.4047,98.197188,37.358497,7.180465,47.770046,0.530868,0.696223,1.103945,117.427767,0.003103
251,data/raw/sustech_sysu/rawImages/251.jpg,True,2592,1728,1.5,299799,RGB,18.874919,73.167125,126.389723,25.146022,49.105847,71.382491,62.998647,42.583194,7.128243,42.850759,0.57931,0.867986,1.007363,56.27338,0.002425
252,data/raw/sustech_sysu/rawImages/252.jpg,True,2592,1728,1.5,303144,RGB,16.536028,96.215921,167.204553,25.041182,54.137126,69.910581,80.493778,43.662029,7.221618,51.357134,0.57917,0.907994,1.047302,80.670875,0.002227
253,data/raw/sustech_sysu/rawImages/253.jpg,True,2592,1728,1.5,308379,RGB,31.707891,84.691154,90.771156,26.572774,55.222624,59.473262,69.528602,43.170631,7.226672,45.032554,0.501589,0.678588,1.382949,102.839502,0.004267
254,data/raw/sustech_sysu/rawImages/254.jpg,True,2592,1728,1.5,357187,RGB,36.451368,99.790703,119.480519,27.229302,54.733599,61.781975,83.089272,42.403336,7.368059,62.577829,0.5255,0.749034,1.279927,86.122113,0.0
255,data/raw/sustech_sysu/rawImages/255.jpg,True,2592,1728,1.5,328958,RGB,22.438714,69.888693,99.763305,22.65149,42.85081,57.656759,59.087823,35.180055,6.699575,51.446721,0.537201,0.758043,1.143822,83.886316,0.003269
256,data/raw/sustech_sysu/rawImages/256.jpg,True,2592,1728,1.5,341551,RGB,34.740623,92.997231,137.87947,47.382047,81.697045,100.737699,80.697482,70.360217,7.393762,40.113573,0.579894,0.758449,1.077479,122.831002,0.00275
257,data/raw/sustech_sysu/rawImages/257.jpg,True,2592,1728,1.5,408186,RGB,21.525518,95.223546,149.034987,27.276654,58.684829,69.569127,79.324387,45.402699,7.43077,59.04851,0.566737,0.881568,1.116596,101.643381,0.001712
258,data/raw/sustech_sysu/rawImages/258.jpg,True,2592,1728,1.5,275503,RGB,15.232109,81.926042,121.263446,20.708691,41.138236,66.89207,66.463257,36.041252,6.858923,33.978686,0.553563,0.872174,1.200421,74.678735,0.002709
259,data/raw/sustech_sysu/rawImages/259.jpg,True,2592,1728,1.5,317605,RGB,21.433158,60.487965,100.613857,21.836146,46.783699,61.124164,53.370783,36.825319,6.958255,48.24162,0.545142,0.774751,0.991224,74.582905,0.00202
260,data/raw/sustech_sysu/rawImages/260.jpg,True,2592,1728,1.5,286159,RGB,30.77055,77.313677,121.745681,31.234675,58.432041,72.718961,68.446277,47.692978,7.053709,34.353468,0.521997,0.722165,1.013842,97.520414,0.002616
261,data/raw/sustech_sysu/rawImages/261.jpg,True,2592,1728,1.5,347812,RGB,31.831109,94.810713,135.784087,24.717351,50.686291,75.043267,80.64756,41.340716,7.21925,50.110193,0.549691,0.774652,1.13129,99.513652,0.003712
262,data/raw/sustech_sysu/rawImages/262.jpg,True,2592,1728,1.5,334266,RGB,32.892869,92.283374,136.815241,25.015282,46.728229,65.475903,79.591688,38.240717,7.037857,48.400248,0.5571,0.766825,1.087554,96.719147,0.003821
263,data/raw/sustech_sysu/rawImages/263.jpg,True,2592,1728,1.5,333544,RGB,38.239622,101.886215,140.428878,27.448619,52.274576,75.265344,87.240778,43.980434,7.118758,52.512245,0.543593,0.713781,1.140506,114.00495,0.003743
264,data/raw/sustech_sysu/rawImages/264.jpg,True,2592,1728,1.5,360805,RGB,49.129589,100.570043,77.370654,35.144627,52.330899,53.427247,82.532605,42.197235,7.285433,92.964397,0.432518,0.664775,1.590037,106.081781,0.001744
265,data/raw/sustech_sysu/rawImages/265.jpg,True,2592,1728,1.5,313289,RGB,33.196242,39.484517,128.795421,44.355402,51.716386,98.243848,47.762644,49.817451,6.758193,29.499009,0.655139,0.819916,0.487488,67.326458,0.001254
266,data/raw/sustech_sysu/rawImages/266.jpg,True,2592,1728,1.5,416411,RGB,31.886361,62.972997,178.956043,34.49321,42.852743,70.40275,66.901609,33.077907,6.965291,62.869328,0.622866,0.875847,0.597347,77.394217,0.000544
267,data/raw/sustech_sysu/rawImages/267.jpg,True,2592,1728,1.5,276837,RGB,20.887411,57.175309,98.957147,26.01082,57.784487,94.106845,51.065074,50.945107,6.600545,29.606288,0.553412,0.685309,0.954158,95.611843,0.00187
268,data/raw/sustech_sysu/rawImages/268.jpg,True,2592,1728,1.5,300128,RGB,19.753651,58.795311,120.986263,22.66184,39.275546,79.539476,54.205578,37.038499,6.981674,37.318703,0.588778,0.827898,0.835517,50.542679,0.003053
269,data/raw/sustech_sysu/rawImages/269.jpg,True,2592,1728,1.5,333339,RGB,24.45718,68.03014,148.714223,26.109631,39.409915,76.754092,64.186741,36.821468,6.972353,44.239308,0.598302,0.827188,0.785697,78.234979,0.005976
270,data/raw/sustech_sysu/rawImages/270.jpg,True,2592,1728,1.5,213682,RGB,26.021932,61.729374,83.271036,31.008078,69.556602,90.011741,53.48469,59.272572,6.399147,16.400075,0.472602,0.526497,1.129613,103.997196,0.001001
271,data/raw/sustech_sysu/rawImages/271.jpg,True,2592,1728,1.5,311797,RGB,26.848472,83.120536,124.919983,23.374365,51.415315,66.826222,71.055097,43.035808,7.252307,42.620019,0.571382,0.780907,1.09536,107.21616,0.003456
272,data/raw/sustech_sysu/rawImages/272.jpg,True,2592,1728,1.5,316647,RGB,8.178317,51.481606,122.162003,14.551966,34.656256,50.96952,46.581122,27.340736,6.418745,42.915237,0.596469,0.913468,0.789957,50.516428,0.002462
273,data/raw/sustech_sysu/rawImages/273.jpg,True,2592,1728,1.5,327189,RGB,36.746785,74.060585,100.097897,30.092211,53.559353,64.532117,65.859904,45.357063,7.283896,43.329457,0.527021,0.615081,1.082404,117.227841,0.003295
274,data/raw/sustech_sysu/rawImages/274.jpg,True,2592,1728,1.5,343106,RGB,24.910455,67.213823,104.192693,20.362762,39.701473,61.913617,58.766972,33.548268,6.877235,51.5912,0.546075,0.731031,1.041242,82.227378,0.003088
275,data/raw/sustech_sysu/rawImages/275.jpg,True,2592,1728,1.5,302436,RGB,11.606413,53.464915,119.957793,18.235662,53.97508,68.52887,48.516237,36.780936,6.922357,31.119646,0.603553,0.906325,0.812758,56.728691,0.000247
276,data/raw/sustech_sysu/rawImages/276.jpg,True,2592,1728,1.5,273884,RGB,39.839996,83.783579,140.370629,47.268672,81.231845,102.484274,77.091931,69.715327,7.294331,18.570338,0.601458,0.751918,0.929841,127.341166,0.001075
277,data/raw/sustech_sysu/rawImages/277.jpg,True,3648,2432,1.5,381410,RGB,16.646092,79.697258,145.397631,14.650812,24.972431,48.517184,68.319014,22.60947,6.378641,14.913074,0.578253,0.897681,0.983651,54.31441,0.000323
278,data/raw/sustech_sysu/rawImages/278.jpg,True,2592,1728,1.5,312020,RGB,20.976266,68.099137,158.919643,29.75469,45.072487,84.677983,64.35409,38.698508,6.981492,39.742744,0.608326,0.873105,0.757095,91.110484,0.002182
279,data/raw/sustech_sysu/rawImages/279.jpg,True,2592,1728,1.5,290417,RGB,20.428169,43.807604,135.440297,29.144678,35.77721,81.939012,47.240659,32.978288,6.619613,38.234922,0.624187,0.859209,0.56211,67.400005,0.001785
280,data/raw/sustech_sysu/rawImages/280.jpg,True,2592,1728,1.5,287092,RGB,31.93353,53.240351,127.411489,44.623368,60.395421,98.952978,55.299795,56.008648,6.931102,28.711191,0.638414,0.799335,0.66824,89.915562,0.000954
281,data/raw/sustech_sysu/rawImages/281.jpg,True,2592,1728,1.5,272428,RGB,25.36306,56.744609,108.467845,43.561261,69.842586,97.360067,53.228689,61.52252,6.760543,24.053956,0.623296,0.797287,0.848005,104.04506,0.000896
282,data/raw/sustech_sysu/rawImages/282.jpg,True,2592,1728,1.5,333406,RGB,50.018931,102.938759,72.906196,32.505967,54.024941,46.205672,83.679532,43.566543,7.368229,43.740315,0.423214,0.617449,1.67482,93.547396,0.001148
283,data/raw/sustech_sysu/rawImages/283.jpg,True,2592,1728,1.5,290456,RGB,71.230865,128.777063,104.577962,47.822116,62.112677,71.641459,108.798199,55.483239,7.649484,36.554204,0.425244,0.599447,1.464967,87.525484,0.001614
284,data/raw/sustech_sysu/rawImages/284.jpg,True,2592,1728,1.5,313324,RGB,50.494937,101.231531,73.34498,36.943852,59.737489,46.824685,82.871197,48.560448,7.468272,41.790688,0.439126,0.61892,1.634877,102.15465,0.001123
285,data/raw/sustech_sysu/rawImages/285.jpg,True,5472,3648,1.5,950921,RGB,4.819011,57.95951,115.14225,12.590148,32.113759,53.43078,48.569129,26.441093,6.493211,18.805361,0.582595,0.968655,0.966304,43.623015,0.000162
286,data/raw/sustech_sysu/rawImages/286.jpg,True,5472,3648,1.5,942311,RGB,3.487578,53.724946,102.772354,11.99006,25.489885,49.602824,44.266804,21.742897,6.225701,21.927742,0.572304,0.974416,1.011199,36.226693,0.000252
287,data/raw/sustech_sysu/rawImages/287.jpg,True,3648,2432,1.5,448415,RGB,11.891074,103.614212,173.517672,14.331038,36.541307,44.165442,84.160339,28.61245,6.769644,27.111436,0.571968,0.93966,1.117684,69.130193,0.000258
288,data/raw/sustech_sysu/rawImages/288.jpg,True,2592,1728,1.5,263576,RGB,6.906066,53.088934,134.083682,18.311234,38.589258,70.12504,48.508737,33.311749,6.734753,27.902094,0.60395,0.938763,0.753089,56.897352,0.002353
289,data/raw/sustech_sysu/rawImages/289.jpg,True,2592,1728,1.5,325475,RGB,20.269272,80.743371,127.739269,22.69032,47.755273,58.846517,68.012576,37.105045,7.087769,49.522348,0.563869,0.85379,1.091064,76.89305,0.002927
290,data/raw/sustech_sysu/rawImages/290.jpg,True,2592,1728,1.5,323171,RGB,11.005009,62.979779,110.66758,15.619473,51.145976,71.53013,52.868825,38.696312,7.035924,43.08214,0.572259,0.895575,1.035234,54.887004,0.000514
291,data/raw/sustech_sysu/rawImages/291.jpg,True,2592,1728,1.5,319936,RGB,29.260339,87.093283,120.918054,25.75372,49.434372,69.758246,73.646479,40.783231,7.112689,45.331235,0.545901,0.7646,1.159864,90.895122,0.002889
292,data/raw/sustech_sysu/rawImages/292.jpg,True,2592,1728,1.5,235471,RGB,18.188908,61.024359,98.879963,23.2344,53.193693,72.168123,52.525255,44.496985,7.058463,16.447708,0.555743,0.785005,1.042538,102.213294,0.001268
293,data/raw/sustech_sysu/rawImages/293.jpg,True,2592,1728,1.5,309239,RGB,15.923224,60.310326,110.132765,23.149633,41.330785,80.84208,52.708273,37.316731,6.90853,35.533099,0.55198,0.827799,0.956882,59.280014,0.003556
294,data/raw/sustech_sysu/rawImages/294.jpg,True,2592,1728,1.5,295905,RGB,12.568053,92.090021,153.341761,20.372436,51.921127,68.260292,75.294826,40.506259,7.089521,41.043825,0.56686,0.90246,1.110121,82.57611,0.002578
295,data/raw/sustech_sysu/rawImages/295.jpg,True,2592,1728,1.5,273963,RGB,8.095433,77.161012,138.350995,17.877981,49.00394,67.442311,63.476516,38.320092,6.832583,39.119057,0.568623,0.917561,1.053778,60.271741,0.002721
296,data/raw/sustech_sysu/rawImages/296.jpg,True,2592,1728,1.5,295783,RGB,12.122533,57.959371,96.440508,19.139575,37.654799,66.241396,48.62866,32.079259,6.700023,36.652164,0.555934,0.853715,1.067755,57.161339,0.003046
297,data/raw/sustech_sysu/rawImages/297.jpg,True,2592,1728,1.5,300977,RGB,25.63965,79.491676,108.196772,39.115846,71.15681,89.048421,66.659923,60.976811,7.177839,32.107008,0.561367,0.747334,1.187893,90.896023,0.001152
298,data/raw/sustech_sysu/rawImages/298.jpg,True,2592,1728,1.5,282550,RGB,21.446265,70.803001,100.041099,40.582319,70.22624,89.380728,59.371906,60.78312,7.070951,25.603695,0.574814,0.782292,1.165603,83.268079,0.001305
299,data/raw/sustech_sysu/rawImages/299.jpg,True,2592,1728,1.5,311997,RGB,20.582823,87.697716,144.537732,26.881987,56.360569,76.885702,74.108418,45.862737,7.223323,41.725461,0.568473,0.850873,1.062227,80.978466,0.002662
300,data/raw/sustech_sysu/rawImages/300.jpg,True,2592,1728,1.5,298304,RGB,24.748958,107.900824,149.967784,32.519302,55.684101,70.673399,87.846966,46.261886,7.258231,51.463084,0.5506,0.844406,1.235152,100.249804,0.004871
301,data/raw/sustech_sysu/rawImages/301.jpg,True,2592,1728,1.5,307182,RGB,16.116644,85.891136,157.241612,29.405437,56.669773,70.408422,73.157819,46.736143,7.107904,57.182164,0.583334,0.901363,0.990909,71.580446,0.003024
302,data/raw/sustech_sysu/rawImages/302.jpg,True,2592,1728,1.5,297517,RGB,30.044288,71.091992,108.585084,40.97099,72.978895,97.77927,63.082094,63.892141,7.089107,28.419881,0.578983,0.72226,1.025641,113.357078,0.002034
303,data/raw/sustech_sysu/rawImages/303.jpg,True,2592,1728,1.5,292872,RGB,29.355354,83.833783,109.647618,44.02504,76.935352,88.15757,70.491193,65.145505,7.255252,29.285968,0.569665,0.778054,1.206216,115.438678,0.005067
304,data/raw/sustech_sysu/rawImages/304.jpg,True,2592,1728,1.5,328200,RGB,42.742198,96.048895,129.312437,52.802548,82.060991,93.476956,83.899818,71.06579,7.568254,30.23189,0.570345,0.688871,1.116493,128.295568,0.007972
305,data/raw/sustech_sysu/rawImages/305.jpg,True,2592,1728,1.5,321343,RGB,39.041188,85.990167,122.428854,52.942254,86.7423,103.226308,76.097768,76.28312,7.169575,34.739052,0.585441,0.703534,1.065091,132.480541,0.002219
306,data/raw/sustech_sysu/rawImages/306.jpg,True,2592,1728,1.5,360525,RGB,21.831889,79.361893,123.703988,21.913968,52.93703,71.488496,67.205067,43.291086,7.052216,50.199798,0.547434,0.779857,1.090616,97.031561,0.003514
307,data/raw/sustech_sysu/rawImages/307.jpg,True,2592,1728,1.5,299981,RGB,22.184628,85.982308,126.230938,34.584902,59.245328,71.883633,71.49162,49.767726,7.348289,45.480351,0.560164,0.861949,1.15867,56.645031,0.005606
308,data/raw/sustech_sysu/rawImages/308.jpg,True,2592,1728,1.5,298499,RGB,11.402146,70.554191,130.962641,20.958191,50.066411,67.970496,59.74465,40.575252,6.946444,36.544419,0.582765,0.910831,0.991175,55.639825,0.002159
309,data/raw/sustech_sysu/rawImages/309.jpg,True,2592,1728,1.5,313684,RGB,13.230466,67.173866,147.175925,20.04765,45.38625,74.857258,60.159151,38.837691,6.939786,40.15031,0.596102,0.895943,0.837546,55.444549,0.002316
310,data/raw/sustech_sysu/rawImages/310.jpg,True,2592,1728,1.5,309524,RGB,15.077605,60.481001,129.38163,22.369009,40.452277,73.279443,54.75187,35.778821,6.934904,38.438726,0.592738,0.878924,0.837344,58.353423,0.003636
311,data/raw/sustech_sysu/rawImages/311.jpg,True,2592,1728,1.5,290545,RGB,24.972238,67.299029,89.43908,33.834497,69.382325,88.727542,57.155956,57.882197,6.93641,27.834044,0.535161,0.688576,1.17644,91.799687,0.001593
312,data/raw/sustech_sysu/rawImages/312.jpg,True,2592,1728,1.5,287879,RGB,15.382121,61.530369,92.851171,30.917063,68.024762,94.903994,51.289423,57.285654,6.53573,31.037784,0.537553,0.738451,1.136995,87.831805,0.001027
313,data/raw/sustech_sysu/rawImages/313.jpg,True,2592,1728,1.5,313128,RGB,15.921575,65.494354,101.371973,20.82303,40.354771,66.982649,54.750988,33.666589,6.809509,44.501036,0.549994,0.818834,1.11676,54.422031,0.003625
314,data/raw/sustech_sysu/rawImages/314.jpg,True,2592,1728,1.5,328050,RGB,17.321691,70.566812,111.211984,21.088317,45.505146,72.826104,59.270036,37.77419,7.01998,44.352352,0.550278,0.805863,1.098028,68.42767,0.002543
315,data/raw/sustech_sysu/rawImages/315.jpg,True,2592,1728,1.5,318033,RGB,29.518116,114.558524,158.955449,29.022286,49.123766,65.626005,94.200103,41.691396,7.189486,47.671418,0.551912,0.832704,1.215646,98.100076,0.002384
316,data/raw/sustech_sysu/rawImages/316.jpg,True,2592,1728,1.5,302236,RGB,19.031291,97.407842,153.103118,20.965332,48.655005,72.049247,80.328518,40.26834,6.947591,40.186992,0.562302,0.854764,1.131765,111.712298,0.003286
317,data/raw/sustech_sysu/rawImages/317.jpg,True,2592,1728,1.5,293815,RGB,29.853919,79.589745,110.181045,46.014869,77.040536,97.56467,68.201257,67.286881,7.148023,26.435204,0.567988,0.729988,1.136712,123.688718,0.003772
318,data/raw/sustech_sysu/rawImages/318.jpg,True,2592,1728,1.5,411638,RGB,37.806734,95.164908,138.597254,31.621511,59.354132,68.844181,82.960669,48.21554,7.458672,61.912923,0.558461,0.769708,1.078943,96.54975,0.000786
319,data/raw/sustech_sysu/rawImages/319.jpg,True,2592,1728,1.5,269734,RGB,25.534849,72.548896,95.171829,37.58206,76.396464,96.15223,61.057318,64.878797,6.680507,36.935792,0.496896,0.618398,1.202069,108.680864,0.001229
320,data/raw/sustech_sysu/rawImages/320.jpg,True,2592,1728,1.5,280947,RGB,27.080605,88.729949,120.257076,43.477441,77.239636,96.381252,73.893734,66.146276,7.222273,26.629299,0.559872,0.758177,1.204443,102.980226,0.001207
321,data/raw/sustech_sysu/rawImages/321.jpg,True,2592,1728,1.5,289290,RGB,28.949316,81.195359,99.824573,45.4941,77.915635,93.67191,67.688665,66.370188,7.133224,29.086703,0.562822,0.76826,1.261053,111.372181,0.007267
322,data/raw/sustech_sysu/rawImages/322.jpg,True,2592,1728,1.5,287952,RGB,20.822017,71.880284,109.797202,32.355796,66.8244,94.377671,60.935614,57.091306,6.955576,29.400143,0.557192,0.759333,1.100608,103.360677,0.001221
323,data/raw/sustech_sysu/rawImages/323.jpg,True,2592,1728,1.5,323600,RGB,7.796286,50.253976,93.648759,15.761871,40.707346,60.325207,42.492935,32.370778,6.717422,39.790076,0.586891,0.894393,0.990763,50.660107,0.001981
324,data/raw/sustech_sysu/rawImages/324.jpg,True,2592,1728,1.5,270869,RGB,14.71894,60.124868,86.216258,28.647614,60.162537,87.335903,49.506356,51.258652,6.624211,29.711194,0.536912,0.747871,1.191356,82.155045,0.001076
325,data/raw/sustech_sysu/rawImages/325.jpg,True,2592,1728,1.5,302833,RGB,32.982489,80.866775,126.087279,44.623364,75.262265,100.707363,71.694818,66.229301,7.240043,27.982691,0.586613,0.720743,1.016746,108.39912,0.001245
326,data/raw/sustech_sysu/rawImages/326.jpg,True,2592,1728,1.5,294349,RGB,32.12969,89.352036,117.378043,41.193368,79.744376,97.237915,75.433484,67.527501,7.104223,29.334063,0.565246,0.70238,1.195283,120.531699,0.00165
327,data/raw/sustech_sysu/rawImages/327.jpg,True,2592,1728,1.5,307462,RGB,35.508706,74.75586,104.953907,34.315774,71.747622,97.283939,66.476015,60.421024,7.272616,36.410959,0.513717,0.580202,1.064424,122.834876,0.001992
328,data/raw/sustech_sysu/rawImages/328.jpg,True,2592,1728,1.5,290408,RGB,33.095334,65.569543,95.156515,29.347162,64.158924,96.254382,59.249613,55.373545,7.007182,32.022742,0.45237,0.564492,1.022512,104.85078,0.001292
329,data/raw/sustech_sysu/rawImages/329.jpg,True,2592,1728,1.5,310503,RGB,25.721465,83.829762,119.844502,24.323781,46.327639,71.202615,70.553042,39.624416,7.209124,44.786464,0.548849,0.780164,1.151777,82.217037,0.003029
330,data/raw/sustech_sysu/rawImages/330.jpg,True,2592,1728,1.5,272723,RGB,16.094845,71.659666,134.538812,31.708019,63.71149,94.690854,62.206188,54.772399,7.159349,23.244631,0.600568,0.862041,0.951443,75.05922,0.00138
331,data/raw/sustech_sysu/rawImages/331.jpg,True,2592,1728,1.5,237022,RGB,17.886922,54.451095,78.221648,19.119492,39.781319,53.447261,46.209777,32.979227,6.40668,19.354223,0.492972,0.699767,1.133116,77.477495,0.002659
332,data/raw/sustech_sysu/rawImages/332.jpg,True,2592,1728,1.5,303999,RGB,30.242744,67.936636,95.346756,35.047045,71.136554,90.127075,59.769684,60.591566,6.825113,31.266047,0.527942,0.620933,1.081884,118.616374,0.00117
333,data/raw/sustech_sysu/rawImages/333.jpg,True,2592,1728,1.5,308284,RGB,20.719389,84.520876,135.585503,23.195541,47.596194,63.412318,71.258876,38.856062,7.054247,43.190112,0.568373,0.835021,1.081487,105.994521,0.003895
334,data/raw/sustech_sysu/rawImages/334.jpg,True,2592,1728,1.5,314461,RGB,37.538708,67.713471,70.491724,33.77318,59.14663,77.405207,58.994122,50.831285,7.1527,41.999768,0.457524,0.564955,1.2536,117.38483,6e-05
335,data/raw/sustech_sysu/rawImages/335.jpg,True,2592,1728,1.5,285415,RGB,16.24837,57.605275,83.189877,20.354662,63.686575,87.849664,48.143602,51.486949,6.401202,29.730809,0.492632,0.671525,1.158614,110.025411,0.000327
336,data/raw/sustech_sysu/rawImages/336.jpg,True,2592,1728,1.5,199996,RGB,21.493085,63.051266,104.975945,39.469655,70.513797,96.322968,55.386777,61.557848,6.749825,12.565841,0.576659,0.743422,0.997102,79.765546,0.001415
337,data/raw/sustech_sysu/rawImages/337.jpg,True,2592,1728,1.5,328463,RGB,17.781743,64.777957,105.749413,17.904598,38.59488,60.306276,55.384215,31.951389,6.789355,44.69773,0.558487,0.81184,1.048771,47.136413,0.002446
338,data/raw/sustech_sysu/rawImages/338.jpg,True,2592,1728,1.5,301130,RGB,24.103737,92.846955,168.850342,25.356371,42.935761,67.071127,80.956247,38.14704,7.007982,46.102228,0.584311,0.863529,0.962374,72.693253,0.003009
339,data/raw/sustech_sysu/rawImages/339.jpg,True,2592,1728,1.5,348857,RGB,17.309909,63.610614,107.424806,22.674174,51.797819,65.256943,54.756006,40.817276,7.095184,44.311086,0.576512,0.859845,1.019934,53.913814,0.001806
340,data/raw/sustech_sysu/rawImages/340.jpg,True,2592,1728,1.5,274882,RGB,13.559548,48.956984,71.329948,20.258285,51.49272,77.676552,40.897582,43.031462,6.418153,29.780486,0.504324,0.660377,1.153429,76.993707,0.001864
341,data/raw/sustech_sysu/rawImages/341.jpg,True,2592,1728,1.5,289755,RGB,6.494651,37.930956,72.435575,10.876441,32.530892,52.803676,32.446435,25.821602,6.350762,30.810204,0.58113,0.872366,0.961126,38.810786,0.000604
342,data/raw/sustech_sysu/rawImages/342.jpg,True,2592,1728,1.5,313412,RGB,17.647805,73.798013,118.594889,19.317667,39.336964,65.006938,62.102352,33.460856,6.650813,45.188009,0.558345,0.827457,1.083332,82.444026,0.003426
343,data/raw/sustech_sysu/rawImages/343.jpg,True,2592,1728,1.5,231666,RGB,13.838299,42.393306,60.932133,20.073153,52.984719,79.696904,35.945787,44.710032,5.805255,23.038779,0.419859,0.544039,1.133959,62.591281,0.001078
344,data/raw/sustech_sysu/rawImages/344.jpg,True,2592,1728,1.5,304796,RGB,42.972313,79.257572,105.95244,47.204828,76.25817,94.01734,71.461035,67.007743,7.272877,32.714651,0.619958,0.524466,1.064398,112.920663,0.004357
