source_dataset,source_subset,image_path,filename,extension,modality,width,height,mode,readable,sha256_or_fast_hash,patient_or_case_id,image_id,split
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1893.png,1893.png,.png,unknown,1924,1556,RGB,True,c234d6b0f843e3732476415780f2590922b2ae5608e64d54bceaaa602a338562,unknown,ext_001585,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/2424.png,2424.png,.png,unknown,2576,1934,RGB,True,5f58f1575ee134a8cd2eb721704aee4bae62a0acbb6204c5e85758e3c30d8958,unknown,ext_001586,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/452.png,452.png,.png,unknown,1924,1556,RGB,True,b4f08479553b2c3a411c81116107a065765381436988d87e83cf3519d2bf9ece,unknown,ext_001587,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1878.png,1878.png,.png,unknown,2576,1934,RGB,True,013462a16718de781de543b922aa109d02063f03fcdc552c4b077f08af7db9e6,unknown,ext_001588,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/334.png,334.png,.png,unknown,1924,1556,RGB,True,23a08703ea909cac69b5a9d77f85a81d602b024a89282a00ce037e4ad5f0252f,unknown,ext_001589,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/320.png,320.png,.png,unknown,2576,1934,RGB,True,ab37191ac6ee215124470778af0149804089a69648dfb687c2189ce7b68a4aed,unknown,ext_001590,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/446.png,446.png,.png,unknown,1924,1556,RGB,True,6cd59a1abcef58eed71c8096b0558c06682aef6eccc4dfa5f263846249fcc152,unknown,ext_001591,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/2395.png,2395.png,.png,unknown,2576,1934,RGB,True,c313ea9f47504707a48025e0d1db583785d5bf97cb5db6a1e8b0236ddeb6797b,unknown,ext_001592,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1844.png,1844.png,.png,unknown,2576,1934,RGB,True,3ed34cb1ec0b75fb36be4f9257cea10d01d1b462cc8ca1d30dfda80271f8ff7d,unknown,ext_001593,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/308.png,308.png,.png,unknown,1284,964,RGB,True,eebc3b61cbeda3050813bf5f724e94901d13321a7d82e78317ea82c4db4d36ed,unknown,ext_001594,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1850.png,1850.png,.png,unknown,1924,1556,RGB,True,ecd63e50acc2d8fc452c0d4f56e32e77f2a6693663794e06bbbcbd15e43bc836,unknown,ext_001595,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1688.png,1688.png,.png,unknown,2576,1934,RGB,True,a80b994532cc4837c4bd992dcfdc7da0b0bddc77a23f0ff5d6c27e54a9b47420,unknown,ext_001596,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/2381.png,2381.png,.png,unknown,1924,1556,RGB,True,bb0a884dba4580c93e75bad66485c710ffc30946ffe285fa30bd9012baba6bd2,unknown,ext_001597,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/442.png,442.png,.png,unknown,1284,964,RGB,True,1ad8849b721ccdc816f8c051af70a8e4456487425c3dab1dbbfa5a63311bfb71,unknown,ext_001598,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/324.png,324.png,.png,unknown,2576,1934,RGB,True,ccfb623334055632ddbee5233c4aa252a40063a6ac729e94ae318307cad32303,unknown,ext_001599,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1868.png,1868.png,.png,unknown,1924,1556,RGB,True,379a221838500ac7812865a2c1764d42d478988b5c5663f061377df7fa98a1db,unknown,ext_001600,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/330.png,330.png,.png,unknown,2576,1934,RGB,True,3d7e51f1fc2ce69aa8596744d4f28dbb523bd49e31e5deb45e1998794b3020dc,unknown,ext_001601,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/456.png,456.png,.png,unknown,2576,1934,RGB,True,8f68da192c8b8accd7c1a002dc9488f5e34a35df621b8c9855ba1ac440622418,unknown,ext_001602,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/2385.png,2385.png,.png,unknown,2576,1934,RGB,True,40760cfbcee19342b3929a830949da0bf0742072194bc6cd20d6a26ac2c3ff4b,unknown,ext_001603,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/318.png,318.png,.png,unknown,2576,1934,RGB,True,af5087e8dccb7b99a442e61ce515a8c414cc9a3d959677261f05540a8f06ad59,unknown,ext_001604,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1854.png,1854.png,.png,unknown,2576,1934,RGB,True,90c2f7fe7662d54ac3b41961cd10d8744ebbe093eca0a2f9a41ca63130e347dd,unknown,ext_001605,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1698.png,1698.png,.png,unknown,2576,1934,RGB,True,49a7b6fba1fdf624e9ef8f54d6b1d253f15df852adff809c891935ffea811599,unknown,ext_001606,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1840.png,1840.png,.png,unknown,1924,1556,RGB,True,109bc9da5e4fef8a0c29e05f60e70386878771f2852619ec2b039a19f25492e6,unknown,ext_001607,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/2391.png,2391.png,.png,unknown,2576,1934,RGB,True,c4152a123eb6c274da921eb81921fb3a489fd6fa7afcc9d7ef2dc7def7f9738a,unknown,ext_001608,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1115.png,1115.png,.png,unknown,2576,1934,RGB,True,7a9ac3c85daac7f18e01f2d238745910793bad233d521a2ab45e0646d6138b82,unknown,ext_001609,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/481.png,481.png,.png,unknown,1924,1556,RGB,True,c00858690787aca857384f0fe4a7fbb35f26ab259cf12a29df7a283ea6c5672d,unknown,ext_001610,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1673.png,1673.png,.png,unknown,2576,1934,RGB,True,f9eece24a716dcc4b9b3396ca159d8573ab78b0b30fa191e998f1cc4683fad8e,unknown,ext_001611,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1667.png,1667.png,.png,unknown,2576,1934,RGB,True,2b1846faa6a4b9497fbc631e3c97d506db1fb55d4214738cdaa141957e854476,unknown,ext_001612,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/2408.png,2408.png,.png,unknown,2576,1934,RGB,True,3daa5a80806352725973b95bf1c7a8599e02a1675654a940f83b045f12430413,unknown,ext_001613,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/495.png,495.png,.png,unknown,1924,1556,RGB,True,f8a4eea6735acb9cf7da4f92515d3ed8934e77ec4b6d1eeb65512fc8066ff7f6,unknown,ext_001614,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1101.png,1101.png,.png,unknown,1284,964,RGB,True,ce0e893354a6efaa525d775018fb3f3f5d337fe1e14c4bcc8891c90cbc5610c4,unknown,ext_001615,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/2420.png,2420.png,.png,unknown,2576,1934,RGB,True,f99a61e331452605710f7e2f775b1b0940a543f4adc0d6e98513ba48852b8a63,unknown,ext_001616,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1129.png,1129.png,.png,unknown,1284,964,RGB,True,55d87d8b48d4d0ffa211631589d651b6878a83a6084495b06c020975a6432dcb,unknown,ext_001617,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1897.png,1897.png,.png,unknown,1284,964,RGB,True,41287c32fd01bf2db06de156414c2399adb19e83bc2f62c9250bb601aca3f50c,unknown,ext_001618,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/2346.png,2346.png,.png,unknown,2576,1934,RGB,True,9b84d0c431da567fddd07b176a377d1b8910bed31e324452bd20dad8120838a6,unknown,ext_001619,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/2352.png,2352.png,.png,unknown,1284,964,RGB,True,4afbfbfec46b8adb5a81a904c4c4f697013a76b7fccdadaaf8cc73748b3d6b0f,unknown,ext_001620,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1883.png,1883.png,.png,unknown,2576,1934,RGB,True,a3c7b14a3afa9afc6351c3fed809aa9327f7c7acffb229cc5f1b0c261452e712,unknown,ext_001621,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/2434.png,2434.png,.png,unknown,2576,1934,RGB,True,e9636359b1fa41fd1e0ab43b1b46ed7d3f7f1b4371d2f7ef8aa50c9a55855d6a,unknown,ext_001622,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/126.png,126.png,.png,unknown,1284,964,RGB,True,8f37ec7b9e4f31d4b9482613b911d00bc0f466d2b5264b1bd11c7f68cdc08e5b,unknown,ext_001623,ssl_val
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/640.png,640.png,.png,unknown,2576,1934,RGB,True,b185e3880070e006bef7332a01ccf8f86acad35a6f2df15fde28fb3c6fdd3b02,unknown,ext_001624,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/898.png,898.png,.png,unknown,1924,1556,RGB,True,8e2f05fd4a575e1c060dd18a917177558bdf0361ddaf599bfe992608661200a4,unknown,ext_001625,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/654.png,654.png,.png,unknown,2576,1934,RGB,True,22a3a2cfb7fdad09bc14a751883699171f55b6a12a581c5a298c4856c7bd9619,unknown,ext_001626,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/132.png,132.png,.png,unknown,2576,1934,RGB,True,80e86f3f600b96d2f51f522549b89b610359e3f776c489fa70350338c8700b84,unknown,ext_001627,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/2187.png,2187.png,.png,unknown,1924,1556,RGB,True,0f76e2a23ff352012eb52c2853a48b1a18c6aa83e7607b540f16ad1048760608,unknown,ext_001628,ssl_val
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/668.png,668.png,.png,unknown,2576,1934,RGB,True,9b10f2809b25c8af3af22b27980cc7b5d33452b6a2a6ad63c5529639dc55eab4,unknown,ext_001629,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/2193.png,2193.png,.png,unknown,1284,964,RGB,True,bc717bdacbe69c70837e4397fdaf71623403de5cbcfaee2a6ab3af262811b659,unknown,ext_001630,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1471.png,1471.png,.png,unknown,2576,1934,RGB,True,f1f9b8d6d698ed8b20b95742cb5235b83a3d83300d52c9cc19031ebb6d8ca5ac,unknown,ext_001631,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/2178.png,2178.png,.png,unknown,1284,964,RGB,True,55657f6509a39cd89f0629f92a4c151afa37a5d14ddca420a51f47b6a069e461,unknown,ext_001632,ssl_val
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/683.png,683.png,.png,unknown,1924,1556,RGB,True,05761794dfbeed0a3bde0c70f7cabcedcf8a363716934a91e771c65365bfc441,unknown,ext_001633,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1317.png,1317.png,.png,unknown,2576,1934,RGB,True,f94ab58b5ccf0f83a9b5386c63c8b6d9c6a6cd45af557892fe2f05a38e9147b6,unknown,ext_001634,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1303.png,1303.png,.png,unknown,1924,1556,RGB,True,042ea354c113183192f9f4c67e82dd05d529078462098bf6f7d802fcf4408deb,unknown,ext_001635,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/697.png,697.png,.png,unknown,1924,1556,RGB,True,009edc43e8da683cab3988648d3970f86772c31b7e2d52d2ffee41790cb462dd,unknown,ext_001636,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1465.png,1465.png,.png,unknown,1924,1556,RGB,True,3b909335ceb5dd2e3bb5268c9d52716189dc96096d44cf7351f6d011449535d1,unknown,ext_001637,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/2144.png,2144.png,.png,unknown,2576,1934,RGB,True,fa8535e9a9573505c12e6cab4d2cd08c36ec4e3483bc3064c6e39ac073302408,unknown,ext_001638,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/867.png,867.png,.png,unknown,2576,1934,RGB,True,a57d2e26fd17a51f6555f7054b434c501b15afa790ebc810c8eba21fd5a8e83d,unknown,ext_001639,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/27.png,27.png,.png,unknown,2576,1934,RGB,True,ac5e657175a4ef8567aac2cc8488d6ae6f6023bd144be1fcd1fc540f7fb08a38,unknown,ext_001640,ssl_val
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/873.png,873.png,.png,unknown,2576,1934,RGB,True,716d060230172e2cbbf1913682b59ce296dc3bd082992ac9ab3c54152861edb5,unknown,ext_001641,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/33.png,33.png,.png,unknown,2576,1934,RGB,True,148740e35901a65153fe27a9901cde9735c976525ffe500c624a5c592781612d,unknown,ext_001642,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1459.png,1459.png,.png,unknown,2576,1934,RGB,True,1fbea22c8204dc6a2ec7a7d428bb2e152447e904998fb38f3456f804ad698fd8,unknown,ext_001643,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/2150.png,2150.png,.png,unknown,1924,1556,RGB,True,1809395bf2f696eaa5e86377e5fdc6fd5cf5ac663697da1ced9645dab4cc6af0,unknown,ext_001644,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/734.png,734.png,.png,unknown,1284,964,RGB,True,ca66a74bc77674bedd4e96058b1804aecb1549628b17c4bf610e889f560f661d,unknown,ext_001645,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/720.png,720.png,.png,unknown,1924,1556,RGB,True,89e22af75bd8394c2594fc0703e283de36d6efc2e7d430bffc68b10951560b0e,unknown,ext_001646,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/708.png,708.png,.png,unknown,2576,1934,RGB,True,9e9e139c58df50b417fc73f90cd1b80a7433028ff2de79eec75dd67a0a3c49f9,unknown,ext_001647,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1288.png,1288.png,.png,unknown,1284,964,RGB,True,6449b94ed73bb46a4f7e21d3b000325c7ec9f9c15d8689a6a1d67d41716f09d9,unknown,ext_001648,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1505.png,1505.png,.png,unknown,1924,1556,RGB,True,44708e290e439c8865d6925d02337fa375243635e54a237942894fd4802688ce,unknown,ext_001649,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1263.png,1263.png,.png,unknown,1924,1556,RGB,True,ec108fb4e2776dbfaf3096f56d2b259d24a911f1e4d02471085eb804ee718347,unknown,ext_001650,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1277.png,1277.png,.png,unknown,1284,964,RGB,True,4d777f2aa59b2c087b1fae859b96fa6e9c0909a9d1448dea9cbe473363eade06,unknown,ext_001651,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/2018.png,2018.png,.png,unknown,2576,1934,RGB,True,dcdfda4eb6be1f01527fb5273062c01b3cb0e218322e305fb4b0b8a4ba263e6e,unknown,ext_001652,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1511.png,1511.png,.png,unknown,2576,1934,RGB,True,867da4c19c507050af327c3497c4b7ce408990fd9278e385619ebb9f3f6b831f,unknown,ext_001653,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/2030.png,2030.png,.png,unknown,2576,1934,RGB,True,62790a2882613510e50c50a2b60d523baeaf8e3e91e149724a484da8743c2cab,unknown,ext_001654,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1539.png,1539.png,.png,unknown,1924,1556,RGB,True,50d039d794425d434115fd390644ae88c0196015e1c25120002ffe5afc505542,unknown,ext_001655,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/913.png,913.png,.png,unknown,2576,1934,RGB,True,35e084b14c44cb30ffa679958eaf22eee2d0e76027d33e63b243425767840c27,unknown,ext_001656,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/907.png,907.png,.png,unknown,2576,1934,RGB,True,7c0f6d00da3b68a53e1f7b2d3f04002f0aeba297d68f6a75508ac5b8a8ca58b8,unknown,ext_001657,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/2024.png,2024.png,.png,unknown,1924,1556,RGB,True,a980558d2daf0a315bfb21d93277fba12231d4a575dfa38ca1c600800c4ddafc,unknown,ext_001658,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/536.png,536.png,.png,unknown,2576,1934,RGB,True,e27576a5eb1062fc7f62794a5ba08355f625e174f1da8c8a6a97bdfa77d7b657,unknown,ext_001659,ssl_val
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/250.png,250.png,.png,unknown,2576,1934,RGB,True,52b55b2dd67e2da6352c33c7674f63b4e1eb2fddd5c04e01e82885de83f1f521,unknown,ext_001660,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1908.png,1908.png,.png,unknown,1924,1556,RGB,True,0b5670580103c6f2fe1254a4067352edfc77fe3838c0182c9ae72695c4e63e2d,unknown,ext_001661,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/244.png,244.png,.png,unknown,2576,1934,RGB,True,ec11550d9981af2b357dd93b57ea88b0798f51c48a552c4c08e79741de25a306,unknown,ext_001662,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/522.png,522.png,.png,unknown,1924,1556,RGB,True,3f286041d6dcacaf2664df8060223c47c4bef5b5e63b6871e6bd449bae0908ae,unknown,ext_001663,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/2597.png,2597.png,.png,unknown,2576,1934,RGB,True,b54e5b00f34d8e89b1a38c83a8a4baadd6ccb3e897225e6133a7d7a92bd01e5d,unknown,ext_001664,ssl_val
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1920.png,1920.png,.png,unknown,2576,1934,RGB,True,843e380021d6ff2cec8e28e0191b197b513049646f5686161392283ec14495f6,unknown,ext_001665,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1934.png,1934.png,.png,unknown,2576,1934,RGB,True,3c4fdacb1952d3b4be49f33a696eb9e515d3f3f55da996a4b05ab0d87a071a85,unknown,ext_001666,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/278.png,278.png,.png,unknown,1924,1556,RGB,True,057a1bbfcc09f922a5dc72e57a09c93beac3940ec089ccf94e842a75b6998041,unknown,ext_001667,ssl_train
